Unique_ID,Strain,CopyNumber
U45,19BT,142
U45,223AT,128
U45,340AT,109
U45,346AT-relapse,202
U45,346BT,219
U45,348BT,257
U45,349BT,164
U45,378BT,113
U45,40AT,221
U45,40BT,162
U45,48BT,131
U45,57AT,158
U45,93AT,208
U45,95BT,154
U45,LOGRA,124
U45,MBA,321
U45,AnTat-11-17,180
U45,Frala,177
U45,INRB-2009-56A-15BT,117
U45,KOLO,177
U45,NTUMA,280
U46,104BT,119
U46,105BT,267
U46,108AT,243
U46,108BT,284
U46,141BT,117
U46,15BT-relapse,208
U46,174BT,119
U46,19BT,122
U46,223AT,127
U46,340AT,113
U46,346AT-relapse,151
U46,346BT,223
U46,348BT,237
U46,349BT,119
U46,40AT,172
U46,40BT,127
U46,45BT,109
U46,48BT,133
U46,57AT,125
U46,93AT,210
U46,95BT,148
U46,LOGRA,113
U46,MBA,285
U46,AnTat-11-17,143
U46,Frala,155
U46,INRB-2009-56A-15BT,121
U46,KOLO,164
U46,Mongo,103
U46,NTUMA,261
U47,104BT,114
U47,105BT,241
U47,108AT,253
U47,108BT,298
U47,113BT,116
U47,141BT,106
U47,15BT-relapse,195
U47,167BT,110
U47,19BT,127
U47,223AT,166
U47,340AT,136
U47,346AT-relapse,185
U47,346BT,246
U47,348BT,217
U47,349BT,128
U47,40AT,185
U47,40BT,173
U47,45BT,116
U47,48BT,120
U47,57AT,133
U47,93AT,196
U47,95BT,140
U47,LOGRA,111
U47,MBA,285
U47,AnTat-11-17,137
U47,Frala,170
U47,INRB-2009-56A-15BT,123
U47,KOLO,128
U47,Mongo,111
U47,NTUMA,259
U48,104BT,121
U48,105BT,269
U48,108AT,286
U48,108BT,300
U48,113BT,112
U48,141BT,132
U48,15BT-relapse,225
U48,174BT,128
U48,19BT,143
U48,223AT,182
U48,340AT,135
U48,346AT-relapse,188
U48,346BT,241
U48,348BT,298
U48,349BT,131
U48,378BT,121
U48,40AT,218
U48,40BT,192
U48,45BT,124
U48,48BT,153
U48,57AT,127
U48,93AT,270
U48,95BT,155
U48,LOGRA,125
U48,MBA,273
U48,AnTat-11-17,160
U48,Frala,223
U48,INRB-2009-56A-15BT,106
U48,KOLO,152
U48,Mongo,124
U48,NTUMA,318
U49,104BT,121
U49,105BT,296
U49,108AT,323
U49,108BT,346
U49,113BT,106
U49,15BT-relapse,184
U49,163AT,104
U49,167BT,136
U49,19BT,161
U49,223AT,140
U49,340AT,157
U49,346AT-relapse,207
U49,346BT,275
U49,348BT,251
U49,349BT,125
U49,378BT,107
U49,40AT,230
U49,40BT,196
U49,45BT,159
U49,48BT,148
U49,57AT,131
U49,85BT,104
U49,93AT,216
U49,95BT,165
U49,LOGRA,123
U49,MBA,282
U49,AnTat-11-17,150
U49,Frala,150
U49,KOLO,185
U49,NTUMA,270
U50,104BT,109
U50,105BT,251
U50,108AT,328
U50,108BT,319
U50,15BT-relapse,189
U50,167BT,112
U50,19BT,103
U50,223AT,112
U50,346AT-relapse,167
U50,346BT,214
U50,348BT,249
U50,349BT,122
U50,40AT,170
U50,40BT,130
U50,45BT,130
U50,48BT,125
U50,57AT,108
U50,93AT,205
U50,95BT,143
U50,MBA,311
U50,AnTat-11-17,129
U50,Frala,126
U50,KOLO,125
U50,NTUMA,210
U51,104BT,101
U51,105BT,269
U51,108AT,337
U51,108BT,352
U51,113AT,102
U51,113BT,126
U51,15BT-relapse,199
U51,163AT,105
U51,167BT,110
U51,174AT,111
U51,19BT,124
U51,223AT,116
U51,340AT,112
U51,346AT-relapse,184
U51,346BT,233
U51,348BT,285
U51,349BT,137
U51,378BT,115
U51,40AT,193
U51,40BT,166
U51,45BT,156
U51,48BT,130
U51,93AT,258
U51,95BT,141
U51,LOGRA,117
U51,MBA,321
U51,AnTat-11-17,172
U51,Frala,183
U51,INRB-2009-56A-15BT,103
U51,KOLO,174
U51,Mongo,106
U51,NTUMA,248
U52,105BT,189
U52,108AT,240
U52,108BT,307
U52,15BT-relapse,186
U52,167BT,105
U52,19BT,108
U52,223AT,125
U52,340AT,114
U52,346AT-relapse,144
U52,346BT,180
U52,348BT,214
U52,349BT,125
U52,40AT,154
U52,40BT,128
U52,45BT,103
U52,48BT,108
U52,93AT,206
U52,95BT,112
U52,LOGRA,114
U52,MBA,298
U52,AnTat-11-17,144
U52,Frala,139
U52,KOLO,141
U52,NTUMA,198
U53,105BT,123
U53,108AT,132
U53,108BT,152
U53,15BT-relapse,114
U53,346AT-relapse,110
U53,346BT,106
U53,348BT,107
U53,40AT,108
U53,MBA,172
U53,Frala,109
U53,NTUMA,175
U54,105BT,193
U54,108AT,201
U54,108BT,252
U54,15BT-relapse,144
U54,346AT-relapse,128
U54,346BT,171
U54,348BT,189
U54,40AT,135
U54,40BT,111
U54,45BT,107
U54,93AT,151
U54,MBA,213
U54,AnTat-11-17,110
U54,Frala,133
U54,KOLO,118
U54,NTUMA,179
U55,105BT,181
U55,108AT,229
U55,108BT,238
U55,15BT-relapse,164
U55,340AT,105
U55,346AT-relapse,131
U55,346BT,188
U55,348BT,195
U55,349BT,103
U55,40AT,166
U55,40BT,126
U55,45BT,105
U55,48BT,115
U55,57AT,101
U55,93AT,190
U55,95BT,105
U55,MBA,223
U55,AnTat-11-17,127
U55,Frala,156
U55,KOLO,130
U55,NTUMA,199
U56,105BT,157
U56,108AT,126
U56,108BT,199
U56,346AT-relapse,102
U56,346BT,140
U56,348BT,118
U56,40AT,111
U56,40BT,108
U56,93AT,120
U56,MBA,146
U56,KOLO,109
U56,NTUMA,152
U57,105BT,230
U57,108AT,210
U57,108BT,252
U57,15BT-relapse,170
U57,19BT,121
U57,223AT,120
U57,340AT,108
U57,346AT-relapse,157
U57,346BT,177
U57,348BT,188
U57,349BT,127
U57,40AT,175
U57,40BT,165
U57,45BT,111
U57,57AT,109
U57,93AT,177
U57,95BT,124
U57,MBA,222
U57,AnTat-11-17,113
U57,Frala,136
U57,KOLO,135
U57,NTUMA,238
U58,105BT,137
U58,108AT,156
U58,108BT,191
U58,15BT-relapse,123
U58,346BT,156
U58,348BT,153
U58,349BT,102
U58,40AT,133
U58,40BT,118
U58,48BT,102
U58,93AT,128
U58,MBA,225
U58,AnTat-11-17,102
U58,Frala,114
U58,NTUMA,174
U59,105BT,134
U59,108AT,142
U59,108BT,178
U59,15BT-relapse,101
U59,346BT,120
U59,348BT,121
U59,40AT,103
U59,MBA,142
U59,NTUMA,162
U60,105BT,193
U60,108AT,215
U60,108BT,265
U60,15BT-relapse,163
U60,223AT,103
U60,340AT,105
U60,346AT-relapse,123
U60,346BT,168
U60,348BT,198
U60,349BT,106
U60,40AT,139
U60,40BT,111
U60,48BT,107
U60,93AT,152
U60,MBA,265
U60,AnTat-11-17,133
U60,Frala,124
U60,KOLO,146
U60,NTUMA,201
U61,105BT,197
U61,108AT,193
U61,108BT,209
U61,15BT-relapse,148
U61,19BT,113
U61,223AT,107
U61,346AT-relapse,119
U61,346BT,150
U61,348BT,199
U61,349BT,103
U61,40AT,145
U61,40BT,115
U61,93AT,188
U61,95BT,107
U61,MBA,250
U61,AnTat-11-17,109
U61,Frala,129
U61,KOLO,127
U61,NTUMA,193
U62,105BT,196
U62,108AT,185
U62,108BT,223
U62,15BT-relapse,170
U62,223AT,106
U62,346AT-relapse,138
U62,346BT,160
U62,348BT,214
U62,349BT,109
U62,40AT,144
U62,40BT,161
U62,57AT,101
U62,93AT,171
U62,MBA,245
U62,AnTat-11-17,117
U62,Frala,148
U62,KOLO,122
U62,NTUMA,217
U63,105BT,170
U63,108AT,170
U63,108BT,203
U63,15BT-relapse,163
U63,223AT,109
U63,346AT-relapse,124
U63,346BT,174
U63,348BT,174
U63,40AT,136
U63,40BT,118
U63,57AT,102
U63,93AT,157
U63,MBA,225
U63,AnTat-11-17,112
U63,Frala,124
U63,KOLO,111
U63,NTUMA,209
U64,105BT,104
U64,108BT,117
U64,LIGO,133
U64,MBA,134
U64,MBO-NG-74-R10,178
U64,MHOM-SD-82-MUSIKIA-cloneA,137
U64,MSUS-CI-78-TSW-157,115
U64,Nabe,113
U64,OUSOU,131
U64,ROUPO-VAVOUA--80-MURAZ-14,136
U64,GUIWI-BOBO80-MURAZ18,148
U64,MALC-BF-80-AB14,102
U64,MBO-NG-74-R10-bis,159
U64,MHOM-CI-91-SIQUE1623,109
U64,MKOK-BF-80-KK1,146
U64,MKOK-BF-80-KK25,232
U64,MOERBEKE-103,148
U65,105BT,211
U65,108AT,238
U65,108BT,215
U65,15BT-relapse,159
U65,174BT,125
U65,19BT,115
U65,223AT,122
U65,346AT-relapse,156
U65,346BT,213
U65,348BT,199
U65,349BT,114
U65,378BT,119
U65,40AT,167
U65,40BT,158
U65,45BT,122
U65,48BT,114
U65,93AT,176
U65,95BT,105
U65,MBA,226
U65,AnTat-11-17,114
U65,Frala,111
U65,KOLO,137
U65,NTUMA,231
U66,105BT,191
U66,108AT,175
U66,108BT,207
U66,15BT-relapse,129
U66,346AT-relapse,118
U66,346BT,144
U66,348BT,170
U66,40AT,130
U66,93AT,144
U66,MBA,171
U66,Frala,102
U66,KOLO,110
U66,NTUMA,178
U67,105BT,171
U67,108AT,225
U67,108BT,238
U67,15BT-relapse,136
U67,223AT,114
U67,346AT-relapse,158
U67,346BT,205
U67,348BT,194
U67,349BT,107
U67,40AT,168
U67,40BT,140
U67,45BT,107
U67,57AT,104
U67,93AT,189
U67,95BT,113
U67,MBA,194
U67,AnTat-11-17,104
U67,Frala,118
U67,KOLO,113
U67,NTUMA,221
U68,105BT,176
U68,108AT,193
U68,108BT,205
U68,15BT-relapse,124
U68,346AT-relapse,123
U68,346BT,156
U68,348BT,178
U68,40AT,127
U68,40BT,126
U68,93AT,140
U68,MBA,200
U68,KOLO,110
U68,NTUMA,172
U69,105BT,161
U69,108AT,161
U69,108BT,198
U69,15BT-relapse,109
U69,346AT-relapse,138
U69,346BT,169
U69,348BT,139
U69,349BT,106
U69,40AT,135
U69,40BT,143
U69,93AT,129
U69,MBA,150
U69,Frala,101
U69,NTUMA,172
U70,105BT,201
U70,108AT,205
U70,108BT,208
U70,15BT-relapse,139
U70,19BT,116
U70,223AT,119
U70,346AT-relapse,137
U70,346BT,191
U70,348BT,204
U70,349BT,103
U70,40AT,166
U70,40BT,127
U70,93AT,194
U70,95BT,122
U70,MBA,208
U70,AnTat-11-17,101
U70,Frala,154
U70,KOLO,109
U70,NTUMA,192
U71,105BT,174
U71,108AT,204
U71,108BT,201
U71,15BT-relapse,145
U71,223AT,103
U71,346AT-relapse,132
U71,346BT,151
U71,348BT,158
U71,40AT,145
U71,40BT,120
U71,93AT,194
U71,MBA,162
U71,Frala,135
U71,KOLO,107
U71,NTUMA,174
U72,105BT,195
U72,108AT,159
U72,108BT,214
U72,15BT-relapse,119
U72,346AT-relapse,139
U72,346BT,186
U72,348BT,164
U72,40AT,142
U72,40BT,131
U72,93AT,138
U72,MBA,150
U72,AnTat-11-17,111
U72,Frala,103
U72,NTUMA,166
U73,105BT,182
U73,108AT,163
U73,108BT,199
U73,15BT-relapse,147
U73,223AT,104
U73,346AT-relapse,135
U73,346BT,202
U73,348BT,155
U73,349BT,107
U73,40AT,146
U73,40BT,129
U73,48BT,101
U73,93AT,160
U73,MBA,172
U73,AnTat-11-17,111
U73,Frala,112
U73,KOLO,113
U73,NTUMA,166
U74,105BT,215
U74,108AT,207
U74,108BT,229
U74,15BT-relapse,154
U74,223AT,110
U74,346AT-relapse,156
U74,346BT,226
U74,348BT,172
U74,349BT,117
U74,40AT,161
U74,40BT,149
U74,93AT,187
U74,95BT,117
U74,MBA,199
U74,AnTat-11-17,103
U74,Frala,106
U74,KOLO,121
U74,NTUMA,174
U75,105BT,169
U75,108AT,153
U75,108BT,171
U75,15BT-relapse,106
U75,346AT-relapse,124
U75,346BT,147
U75,348BT,127
U75,40AT,113
U75,40BT,128
U75,93AT,104
U75,95BT,107
U75,MBA,131
U75,NTUMA,137
U76,105BT,173
U76,108AT,189
U76,108BT,232
U76,15BT-relapse,134
U76,346BT,146
U76,348BT,155
U76,40AT,129
U76,40BT,107
U76,93AT,138
U76,MBA,178
U76,KOLO,110
U76,NTUMA,143
U77,105BT,175
U77,108AT,225
U77,108BT,191
U77,15BT-relapse,167
U77,346AT-relapse,125
U77,346BT,160
U77,348BT,164
U77,349BT,103
U77,40AT,138
U77,40BT,104
U77,45BT,105
U77,48BT,117
U77,93AT,150
U77,95BT,101
U77,MBA,204
U77,Frala,107
U77,KOLO,109
U77,NTUMA,178
U78,105BT,220
U78,108AT,213
U78,108BT,226
U78,15BT-relapse,146
U78,223AT,113
U78,346AT-relapse,144
U78,346BT,167
U78,348BT,204
U78,40AT,149
U78,40BT,157
U78,48BT,101
U78,93AT,183
U78,95BT,110
U78,MBA,200
U78,Frala,124
U78,KOLO,118
U78,NTUMA,158
U79,105BT,157
U79,108AT,136
U79,108BT,170
U79,15BT-relapse,105
U79,346AT-relapse,133
U79,346BT,132
U79,348BT,136
U79,40AT,104
U79,40BT,110
U79,93AT,131
U79,MBA,126
U79,NTUMA,148
U80,105BT,140
U80,108AT,122
U80,108BT,163
U80,346AT-relapse,105
U80,346BT,152
U80,348BT,107
U80,40AT,109
U80,93AT,125
U80,MBA,136
U80,NTUMA,173
U81,105BT,174
U81,108AT,154
U81,108BT,183
U81,15BT-relapse,109
U81,346AT-relapse,109
U81,346BT,145
U81,348BT,136
U81,40AT,116
U81,40BT,129
U81,93AT,137
U81,MBA,154
U81,NTUMA,161
U82,105BT,152
U82,108AT,186
U82,108BT,206
U82,15BT-relapse,119
U82,223AT,106
U82,346AT-relapse,144
U82,346BT,163
U82,348BT,165
U82,40AT,106
U82,40BT,129
U82,45BT,111
U82,93AT,134
U82,MBA,155
U82,NTUMA,169
U83,105BT,157
U83,108AT,146
U83,108BT,137
U83,15BT-relapse,102
U83,346AT-relapse,109
U83,346BT,124
U83,348BT,124
U83,40AT,113
U83,MBA,128
U83,NTUMA,122
U84,105BT,149
U84,108AT,139
U84,108BT,230
U84,15BT-relapse,116
U84,346AT-relapse,128
U84,346BT,158
U84,348BT,154
U84,40AT,118
U84,40BT,126
U84,45BT,104
U84,93AT,154
U84,MBA,155
U84,NTUMA,135
U85,105BT,152
U85,108AT,119
U85,108BT,167
U85,346BT,122
U85,348BT,136
U85,93AT,113
U85,MBA,127
U85,NTUMA,136
U86,105BT,196
U86,108AT,217
U86,108BT,258
U86,15BT-relapse,167
U86,19BT,109
U86,223AT,154
U86,340AT,104
U86,346AT-relapse,162
U86,346BT,178
U86,348BT,194
U86,349BT,108
U86,40AT,151
U86,40BT,146
U86,48BT,108
U86,57AT,130
U86,93AT,181
U86,95BT,103
U86,LOGRA,133
U86,MBA,265
U86,AnTat-11-17,117
U86,Frala,146
U86,INRB-2009-56A-15BT,116
U86,KOLO,139
U86,Mongo,110
U86,NTUMA,243
U87,105BT,237
U87,108AT,246
U87,108BT,264
U87,113BT,103
U87,141BT,101
U87,15BT-relapse,194
U87,174BT,106
U87,223AT,135
U87,340AT,126
U87,346AT-relapse,172
U87,346BT,206
U87,348BT,251
U87,349BT,127
U87,40AT,174
U87,40BT,145
U87,45BT,107
U87,48BT,112
U87,57AT,126
U87,93AT,191
U87,95BT,114
U87,MBA,296
U87,AnTat-11-17,144
U87,Frala,184
U87,INRB-2009-56A-15BT,116
U87,KOLO,128
U87,Mongo,101
U87,NTUMA,223
U88,105BT,104
U88,MBA,133
U88,NTUMA,118
U89,105BT,286
U89,108AT,281
U89,108BT,296
U89,15BT-relapse,190
U89,19BT,115
U89,223AT,123
U89,340AT,125
U89,346AT-relapse,151
U89,346BT,188
U89,348BT,242
U89,349BT,112
U89,40AT,183
U89,40BT,199
U89,45BT,137
U89,48BT,124
U89,93AT,209
U89,95BT,134
U89,MBA,251
U89,AnTat-11-17,154
U89,Frala,128
U89,INRB-2009-56A-15BT,110
U89,KOLO,157
U89,NTUMA,254
U90,105BT,209
U90,108AT,217
U90,108BT,232
U90,15BT-relapse,109
U90,223AT,110
U90,346AT-relapse,145
U90,346BT,173
U90,348BT,199
U90,40AT,148
U90,40BT,128
U90,93AT,143
U90,MBA,156
U90,AnTat-11-17,108
U90,NTUMA,163
U91,105BT,227
U91,108AT,265
U91,108BT,278
U91,15BT-relapse,158
U91,223AT,129
U91,346AT-relapse,156
U91,346BT,188
U91,348BT,213
U91,349BT,113
U91,40AT,165
U91,40BT,152
U91,45BT,111
U91,93AT,163
U91,95BT,115
U91,MBA,241
U91,AnTat-11-17,118
U91,KOLO,103
U91,NTUMA,228
U92,105BT,222
U92,108AT,269
U92,108BT,334
U92,15BT-relapse,181
U92,163AT,106
U92,167BT,105
U92,174BT,107
U92,223AT,122
U92,340AT,106
U92,346AT-relapse,166
U92,346BT,231
U92,348BT,224
U92,349BT,112
U92,40AT,177
U92,40BT,157
U92,45BT,128
U92,48BT,128
U92,93AT,210
U92,95BT,126
U92,MBA,244
U92,Frala,121
U92,KOLO,129
U92,NTUMA,242
U93,105BT,230
U93,108AT,280
U93,108BT,301
U93,15BT-relapse,176
U93,19BT,121
U93,346AT-relapse,149
U93,346BT,194
U93,348BT,248
U93,349BT,117
U93,40AT,161
U93,40BT,159
U93,45BT,109
U93,57AT,120
U93,93AT,196
U93,95BT,101
U93,LOGRA,102
U93,MBA,257
U93,AnTat-11-17,136
U93,Frala,129
U93,KOLO,137
U93,NTUMA,187
U94,105BT,249
U94,108AT,284
U94,108BT,295
U94,15BT-relapse,169
U94,167BT,103
U94,223AT,107
U94,346AT-relapse,144
U94,346BT,196
U94,348BT,245
U94,349BT,123
U94,40AT,184
U94,40BT,163
U94,45BT,134
U94,48BT,110
U94,93AT,198
U94,95BT,141
U94,MBA,243
U94,AnTat-11-17,111
U94,Frala,131
U94,KOLO,132
U94,NTUMA,232
U95,105BT,218
U95,108AT,229
U95,108BT,275
U95,15BT-relapse,137
U95,346AT-relapse,143
U95,346BT,167
U95,348BT,182
U95,40AT,149
U95,40BT,147
U95,93AT,167
U95,95BT,131
U95,MBA,204
U95,AnTat-11-17,129
U95,Frala,101
U95,NTUMA,199
U96,105BT,216
U96,108AT,256
U96,108BT,271
U96,15BT-relapse,165
U96,19BT,116
U96,223AT,106
U96,346AT-relapse,167
U96,346BT,219
U96,348BT,219
U96,349BT,124
U96,40AT,160
U96,40BT,164
U96,45BT,127
U96,48BT,117
U96,57AT,104
U96,93AT,190
U96,95BT,133
U96,MBA,236
U96,AnTat-11-17,140
U96,Frala,113
U96,KOLO,133
U96,NTUMA,242
U97,105BT,215
U97,108AT,237
U97,108BT,289
U97,15BT-relapse,143
U97,223AT,113
U97,346AT-relapse,137
U97,346BT,180
U97,348BT,227
U97,40AT,172
U97,40BT,144
U97,45BT,102
U97,48BT,112
U97,93AT,186
U97,MBA,223
U97,AnTat-11-17,127
U97,Frala,116
U97,KOLO,134
U97,NTUMA,215
U98,105BT,266
U98,108AT,277
U98,108BT,310
U98,113BT,114
U98,15BT-relapse,174
U98,19BT,116
U98,223AT,130
U98,340AT,111
U98,346AT-relapse,178
U98,346BT,223
U98,348BT,280
U98,349BT,119
U98,40AT,168
U98,40BT,190
U98,45BT,130
U98,48BT,127
U98,57AT,108
U98,93AT,203
U98,95BT,101
U98,LOGRA,111
U98,MBA,273
U98,AnTat-11-17,134
U98,Frala,144
U98,KOLO,139
U98,NTUMA,254
U99,105BT,101
U99,15BT-relapse,113
U99,346BT,104
U99,348BT,103
U99,93AT,106
U99,MBA,146
U99,Frala,111
U99,NTUMA,122
U100,105BT,219
U100,108AT,246
U100,108BT,286
U100,15BT-relapse,148
U100,19BT,105
U100,223AT,113
U100,346AT-relapse,150
U100,346BT,158
U100,348BT,193
U100,349BT,110
U100,40AT,163
U100,40BT,151
U100,57AT,103
U100,93AT,150
U100,95BT,110
U100,MBA,200
U100,AnTat-11-17,108
U100,KOLO,106
U100,NTUMA,199
U101,105BT,101
U101,15BT-relapse,118
U101,MBA,133
U101,Frala,104
U101,NTUMA,122
U102,105BT,254
U102,108AT,275
U102,108BT,323
U102,113BT,110
U102,15BT-relapse,160
U102,19BT,103
U102,223AT,117
U102,340AT,118
U102,346AT-relapse,194
U102,346BT,211
U102,348BT,235
U102,349BT,117
U102,40AT,169
U102,40BT,163
U102,45BT,133
U102,48BT,104
U102,57AT,104
U102,93AT,219
U102,95BT,132
U102,MBA,256
U102,AnTat-11-17,122
U102,Frala,109
U102,KOLO,156
U102,NTUMA,235
U103,105BT,192
U103,108AT,202
U103,108BT,225
U103,15BT-relapse,129
U103,346BT,154
U103,348BT,209
U103,40AT,119
U103,40BT,136
U103,45BT,113
U103,93AT,150
U103,MBA,230
U103,Frala,109
U103,KOLO,139
U103,NTUMA,182
U104,105BT,219
U104,108AT,233
U104,108BT,269
U104,15BT-relapse,139
U104,223AT,112
U104,346AT-relapse,135
U104,346BT,166
U104,348BT,196
U104,349BT,102
U104,40AT,132
U104,40BT,141
U104,93AT,147
U104,MBA,259
U104,AnTat-11-17,105
U104,KOLO,117
U104,NTUMA,219
U105,105BT,297
U105,108AT,285
U105,108BT,361
U105,141BT,101
U105,15BT-relapse,207
U105,167BT,105
U105,174BT,101
U105,19BT,144
U105,223AT,138
U105,340AT,117
U105,346AT-relapse,173
U105,346BT,232
U105,348BT,287
U105,349BT,154
U105,40AT,239
U105,40BT,180
U105,45BT,141
U105,48BT,127
U105,57AT,144
U105,93AT,249
U105,95BT,118
U105,LOGRA,133
U105,MBA,302
U105,AnTat-11-17,168
U105,Frala,196
U105,INRB-2009-56A-15BT,103
U105,KOLO,160
U105,Mongo,120
U105,NTUMA,283
U106,105BT,194
U106,108AT,229
U106,108BT,258
U106,15BT-relapse,167
U106,19BT,103
U106,223AT,113
U106,340AT,106
U106,346AT-relapse,147
U106,346BT,185
U106,348BT,210
U106,40AT,171
U106,40BT,138
U106,45BT,107
U106,48BT,102
U106,93AT,161
U106,MBA,220
U106,AnTat-11-17,131
U106,Frala,131
U106,KOLO,143
U106,NTUMA,207
U107,105BT,143
U107,108AT,139
U107,108BT,173
U107,346BT,132
U107,348BT,135
U107,MBA,112
U107,NTUMA,145
U108,105BT,165
U108,108AT,158
U108,108BT,185
U108,346AT-relapse,106
U108,346BT,153
U108,348BT,148
U108,40AT,135
U108,93AT,136
U108,MBA,155
U108,AnTat-11-17,105
U108,NTUMA,179
U109,105BT,166
U109,108AT,186
U109,108BT,242
U109,15BT-relapse,153
U109,346AT-relapse,126
U109,346BT,173
U109,348BT,157
U109,40AT,160
U109,40BT,109
U109,45BT,105
U109,93AT,168
U109,MBA,190
U109,KOLO,108
U109,NTUMA,168
U110,105BT,224
U110,108AT,230
U110,108BT,256
U110,15BT-relapse,136
U110,223AT,110
U110,346AT-relapse,144
U110,346BT,172
U110,348BT,206
U110,349BT,106
U110,40AT,169
U110,40BT,150
U110,93AT,160
U110,95BT,111
U110,MBA,239
U110,AnTat-11-17,128
U110,Frala,125
U110,KOLO,137
U110,NTUMA,230
U111,105BT,239
U111,108AT,261
U111,108BT,274
U111,15BT-relapse,163
U111,223AT,109
U111,346AT-relapse,125
U111,346BT,183
U111,348BT,233
U111,349BT,108
U111,40AT,171
U111,40BT,154
U111,45BT,104
U111,48BT,111
U111,57AT,106
U111,93AT,193
U111,95BT,110
U111,LOGRA,132
U111,MBA,262
U111,AnTat-11-17,129
U111,Frala,142
U111,KOLO,129
U111,NTUMA,216
U112,105BT,204
U112,108AT,255
U112,108BT,236
U112,15BT-relapse,151
U112,346AT-relapse,161
U112,346BT,154
U112,348BT,223
U112,349BT,119
U112,40AT,150
U112,40BT,152
U112,93AT,178
U112,95BT,118
U112,MBA,211
U112,AnTat-11-17,127
U112,Frala,106
U112,KOLO,136
U112,NTUMA,219
U113,105BT,209
U113,108AT,228
U113,108BT,232
U113,15BT-relapse,123
U113,346AT-relapse,128
U113,346BT,177
U113,348BT,202
U113,349BT,103
U113,40AT,153
U113,40BT,120
U113,57AT,101
U113,93AT,149
U113,95BT,118
U113,MBA,248
U113,Frala,101
U113,KOLO,116
U113,NTUMA,178
U114,105BT,225
U114,108AT,269
U114,108BT,316
U114,15BT-relapse,174
U114,223AT,124
U114,340AT,102
U114,346AT-relapse,171
U114,346BT,213
U114,348BT,227
U114,349BT,118
U114,40AT,144
U114,40BT,126
U114,45BT,106
U114,48BT,103
U114,57AT,104
U114,93AT,218
U114,MBA,302
U114,AnTat-11-17,140
U114,Frala,133
U114,KOLO,132
U114,NTUMA,191
U115,105BT,232
U115,108AT,261
U115,108BT,272
U115,15BT-relapse,171
U115,223AT,121
U115,340AT,110
U115,346AT-relapse,135
U115,346BT,173
U115,348BT,241
U115,349BT,105
U115,40AT,139
U115,40BT,149
U115,45BT,101
U115,93AT,193
U115,95BT,118
U115,MBA,279
U115,AnTat-11-17,123
U115,Frala,135
U115,KOLO,142
U115,NTUMA,205
U116,105BT,162
U116,108AT,197
U116,108BT,215
U116,346BT,149
U116,348BT,175
U116,40AT,120
U116,40BT,102
U116,93AT,121
U116,MBA,210
U116,AnTat-11-17,106
U116,Frala,116
U116,KOLO,102
U116,NTUMA,190
U117,105BT,180
U117,108AT,229
U117,108BT,240
U117,15BT-relapse,143
U117,346AT-relapse,131
U117,346BT,193
U117,348BT,203
U117,40AT,124
U117,40BT,131
U117,45BT,105
U117,93AT,159
U117,95BT,105
U117,MBA,187
U117,AnTat-11-17,110
U117,Frala,122
U117,KOLO,125
U117,NTUMA,180
U118,105BT,265
U118,108AT,278
U118,108BT,361
U118,113BT,104
U118,15BT-relapse,173
U118,167BT,104
U118,19BT,128
U118,223AT,111
U118,340AT,109
U118,346AT-relapse,151
U118,346BT,191
U118,348BT,252
U118,349BT,144
U118,378BT,115
U118,40AT,168
U118,40BT,157
U118,45BT,147
U118,48BT,108
U118,57AT,109
U118,93AT,215
U118,95BT,137
U118,LOGRA,124
U118,MBA,288
U118,AnTat-11-17,139
U118,Frala,161
U118,KOLO,169
U118,NTUMA,261
U119,105BT,218
U119,108AT,252
U119,108BT,269
U119,15BT-relapse,155
U119,223AT,115
U119,346AT-relapse,124
U119,346BT,177
U119,348BT,244
U119,349BT,114
U119,40AT,137
U119,40BT,132
U119,45BT,107
U119,48BT,103
U119,57AT,102
U119,93AT,165
U119,95BT,114
U119,LOGRA,106
U119,MBA,270
U119,AnTat-11-17,117
U119,Frala,130
U119,KOLO,133
U119,NTUMA,214
U120,105BT,165
U120,108AT,207
U120,108BT,228
U120,15BT-relapse,143
U120,346AT-relapse,124
U120,346BT,166
U120,348BT,182
U120,40AT,130
U120,40BT,119
U120,93AT,155
U120,MBA,210
U120,AnTat-11-17,105
U120,Frala,108
U120,KOLO,108
U120,NTUMA,180
U121,105BT,144
U121,108AT,120
U121,108BT,177
U121,346AT-relapse,106
U121,346BT,144
U121,40AT,119
U121,40BT,108
U121,93AT,111
U121,MBA,125
U121,NTUMA,165
U122,105BT,194
U122,108AT,196
U122,108BT,191
U122,15BT-relapse,133
U122,346AT-relapse,127
U122,346BT,178
U122,348BT,183
U122,349BT,108
U122,40AT,145
U122,40BT,123
U122,93AT,158
U122,95BT,116
U122,MBA,198
U122,AnTat-11-17,111
U122,Frala,122
U122,KOLO,125
U122,NTUMA,219
U123,105BT,258
U123,108AT,256
U123,108BT,242
U123,15BT-relapse,158
U123,19BT,111
U123,223AT,117
U123,340AT,117
U123,346AT-relapse,137
U123,346BT,181
U123,348BT,253
U123,349BT,106
U123,40AT,187
U123,40BT,176
U123,45BT,133
U123,57AT,108
U123,93AT,173
U123,95BT,106
U123,LOGRA,113
U123,MBA,292
U123,AnTat-11-17,147
U123,Frala,138
U123,KOLO,141
U123,NTUMA,226
U124,105BT,200
U124,108AT,227
U124,108BT,282
U124,15BT-relapse,149
U124,223AT,127
U124,346AT-relapse,143
